DailyTimeSpentonSite,Age,AreaIncome,DailyInternetUsage,Male,Clicked,AdTopicLine,City,Country,Timestamp
81.59,35,65826.53,223.16,0,0,Managed disintermediate capability,North Lisachester,Holy See (Vatican City State),7/4/2016 11:03
81.1,29,61172.07,216.49,1,0,Front-line dynamic model,Port Stacy,El Salvador,7/8/2016 3:47
41.7,39,42898.21,126.95,0,1,Innovative regional structure,Jensenton,China,5/27/2016 5:35
73.94,27,68333.01,173.49,0,0,Function-based incremental standardization,North Alexandra,Myanmar,2/10/2016 13:46
58.35,37,70232.95,132.63,0,1,Universal asymmetric workforce,Rivasland,Macao,6/12/2016 21:21
51.56,46,63102.19,124.85,0,1,Business-focused client-driven forecast,Helenborough,Australia,1/7/2016 13:58
79.81,37,51847.26,253.17,0,0,Realigned global initiative,Garnerberg,United States Virgin Islands,5/13/2016 14:12
66.17,26,63580.22,228.7,0,0,Business-focused maximized complexity,North Anaport,Mexico,5/2/2016 0:01
58.21,37,47575.44,105.94,0,1,Open-source global strategy,Pattymouth,Djibouti,2/7/2016 17:06
66.12,49,39031.89,113.8,0,1,Stand-alone motivating moratorium,South Alexisborough,Cote d'Ivoire,2/15/2016 7:27
80.47,42,70505.06,215.18,1,0,Grass-roots multimedia policy,East Jennifer,Mali,2/21/2016 5:23
77.05,31,62161.26,236.64,0,0,Upgradable local migration,Hallfort,Jamaica,3/20/2016 22:27
49.99,41,61068.26,121.07,0,1,Profound bottom-line standardization,New Charleschester,Romania,3/24/2016 9:34
80.3,58,49090.51,173.43,0,1,Managed client-server access,East Breannafurt,Cayman Islands,4/4/2016 20:01
79.36,33,62330.75,234.72,1,0,Cross-platform directional intranet,East Susanland,Gambia,1/2/2016 4:50
57.86,30,18819.34,166.86,0,1,Horizontal modular success,Estesfurt,Algeria,7/8/2016 17:14
70.29,26,62053.37,231.37,1,0,Vision-oriented multi-tasking success,Shirleyfort,Puerto Rico,3/28/2016 19:48
84.53,33,61922.06,215.18,1,0,Optional multi-state hardware,Douglasview,Norfolk Island,7/11/2016 9:32
59.13,44,49525.37,106.04,1,1,Upgradable heuristic system engine,South Lisa,Turkey,6/9/2016 17:11
81.51,41,53412.32,250.03,0,0,Future-proofed modular utilization,Kingshire,Guinea,5/19/2016 9:30
42.94,37,56681.65,130.4,1,1,Synergistic dynamic orchestration,Rebeccamouth,Moldova,4/12/2016 12:35
84.81,32,43299.63,233.93,1,0,Multi-layered stable encoding,Brownbury,Greece,7/4/2016 23:17
82.79,34,47997.75,132.08,0,1,Team-oriented zero-defect initiative,South Aaron,American Samoa,2/1/2016 0:52
59.22,55,39131.53,126.39,1,1,Polarized 5thgeneration matrix,North Andrew,Honduras,1/13/2016 2:39
35,40,46033.73,151.25,1,1,Fully-configurable context-sensitive Graphic Interface,South Walter,Mongolia,6/18/2016 16:02
46.61,42,65856.74,136.18,0,1,Progressive intermediate throughput,Catherinefort,Ethiopia,1/1/2016 20:17
63.26,29,54787.37,120.46,1,1,Customizable holistic archive,East Donna,Ethiopia,3/2/2016 4:02
79.16,32,69562.46,202.9,1,0,Compatible intermediate concept,East Timothy,Sri Lanka,3/30/2016 20:23
67.94,43,68447.17,128.16,0,1,Assimilated next generation firmware,North Kimberly,Morocco,5/1/2016 0:23
79.91,32,62772.42,230.18,1,0,Total zero administration software,South Stephanieport,United Arab Emirates,6/17/2016 3:02
66.14,41,78092.95,165.27,0,0,Re-engineered impactful software,North Isabellaville,Western Sahara,3/23/2016 8:52
43.65,39,63649.04,138.87,0,1,Business-focused background synergy,North Aaronburgh,Western Sahara,5/8/2016 22:24
59.61,21,60637.62,198.45,1,0,Future-proofed coherent budgetary management,Port James,Cambodia,4/6/2016 5:55
46.61,52,27241.11,156.99,0,1,Ergonomic methodical encoding,Danielview,New Zealand,4/5/2016 5:54
89.37,34,42760.22,162.03,1,0,Compatible dedicated productivity,Port Stacey,Australia,4/16/2016 12:26
65.1,49,59457.52,118.1,1,1,Up-sized real-time methodology,West Kevinfurt,Bulgaria,6/1/2016 3:44
53.44,42,42907.89,108.17,1,1,Up-sized next generation architecture,Lake Jennifer,Libyan Arab Jamahiriya,4/4/2016 22:00
79.53,51,46132.18,244.91,0,0,Managed 6thgeneration hierarchy,Reyesfurt,Barbados,6/26/2016 4:22
91.43,39,46964.11,209.91,1,0,Organic motivating model,West Carmenfurt,French Polynesia,7/7/2016 3:55
73.57,30,70377.23,212.38,0,0,Pre-emptive transitional protocol,North Stephanieberg,Uruguay,3/20/2016 8:22
78.76,32,70012.83,208.02,1,0,Managed attitude-oriented Internet solution,East Valerie,Uruguay,4/20/2016 10:04
76.49,23,56457.01,181.11,0,0,Public-key asynchronous matrix,Sherrishire,Brazil,3/25/2016 5:05
61.72,26,67279.06,218.49,0,0,Grass-roots systematic hardware,Port Daniel,Venezuela,2/14/2016 7:15
84.53,35,54773.99,236.29,0,0,User-centric composite contingency,Brownview,Myanmar,3/26/2016 0:32
72.03,34,70783.94,230.95,1,0,Up-sized bi-directional infrastructure,Greerton,Malta,7/5/2016 22:33
77.47,36,70510.59,222.91,1,0,Assimilated actuating policy,Hatfieldshire,Jamaica,3/14/2016 3:29
75.65,39,64021.55,247.9,1,0,Organized upward-trending contingency,Brianabury,Bahrain,5/30/2016 2:34
78.15,33,72042.85,194.37,0,0,Ergonomic neutral portal,New Maria,Algeria,3/7/2016 22:32
63.8,38,36037.33,108.7,1,1,Adaptive demand-driven knowledgebase,Colebury,Tuvalu,3/19/2016 0:27
76.59,29,67526.92,211.64,0,0,Reverse-engineered maximized focus group,Calebberg,Georgia,6/18/2016 5:17
42.6,55,55121.65,168.29,0,1,Switchable analyzing encryption,Lake Ian,Cambodia,7/11/2016 18:12
78.77,28,63497.62,211.83,0,0,Public-key intangible Graphical User Interface,Gomezport,Guam,1/1/2016 8:27
83.4,39,60879.48,235.01,0,0,Advanced local task-force,Shaneland,Tanzania,4/7/2016 1:57
79.53,33,61467.33,236.72,0,0,Profound well-modulated array,East Aaron,Indonesia,2/28/2016 22:02
73.89,35,70495.64,229.99,1,0,Multi-channeled asymmetric installation,Dustinborough,Somalia,6/26/2016 17:25
75.8,36,71222.4,224.9,0,0,Multi-layered fresh-thinking neural-net,East Michaelland,Belize,1/21/2016 4:30
81.95,31,64698.58,208.76,1,0,Distributed cohesive migration,East Connie,Serbia,5/1/2016 21:46
56.39,58,32252.38,154.23,0,1,Programmable uniform website,West Shannon,Australia,2/14/2016 10:06
44.73,35,55316.97,127.56,1,1,Object-based neutral policy,North Lauraland,Guam,1/27/2016 18:25
38.35,33,47447.89,145.48,1,1,Horizontal global leverage,Port Christopher,Christmas Island,6/16/2016 20:24
72.53,37,73474.82,223.93,0,0,Synchronized grid-enabled moratorium,South Patrickfort,Papua New Guinea,7/21/2016 10:01
56.2,49,53549.94,114.85,1,1,Adaptive uniform capability,East Georgeside,Bahamas,4/21/2016 18:31
79.67,28,58576.12,226.79,0,0,Total grid-enabled application,Charlesbury,Comoros,7/20/2016 1:56
75.42,26,63373.7,164.25,1,0,Optional regional throughput,Millertown,Western Sahara,2/26/2016 17:14
78.64,31,60283.47,235.28,1,0,Integrated client-server definition,South Renee,Nicaragua,1/16/2016 17:56
67.69,44,37345.34,109.22,0,1,Fundamental methodical support,South Jackieberg,Guam,4/1/2016 1:57
38.35,41,34886.01,144.69,1,1,Synergistic reciprocal attitude,Loriville,Vanuatu,6/24/2016 8:42
59.52,44,67511.86,251.08,1,0,Managed 5thgeneration time-frame,Amandaland,Bolivia,5/27/2016 18:45
62.26,37,77988.71,166.19,0,0,Vision-oriented uniform knowledgebase,West Robertside,Malawi,5/26/2016 15:40
64.75,36,63001.03,117.66,0,1,Multi-tiered stable leverage,North Sarashire,Venezuela,4/6/2016 1:19
79.97,26,61747.98,185.45,1,0,Down-sized explicit budgetary management,Port Maria,Nepal,1/8/2016 19:38
47.9,42,48467.68,114.53,0,1,Cross-group human-resource time-frame,East Jessefort,United Kingdom,2/24/2016 19:08
80.38,30,55130.96,238.06,0,0,Business-focused holistic benchmark,Port Anthony,Albania,3/10/2016 7:07
64.51,42,79484.8,190.71,1,0,Virtual 5thgeneration neural-net,Edwardmouth,Madagascar,4/29/2016 7:49
71.28,37,67307.43,246.72,1,0,Distributed scalable orchestration,Dustinchester,Guyana,4/10/2016 16:08
50.32,40,27964.6,125.65,0,1,Realigned intangible benchmark,Rochabury,Yemen,4/27/2016 18:25
72.76,33,66431.87,240.63,1,0,Virtual impactful algorithm,Williamsport,India,5/10/2016 4:28
72.8,35,63551.67,249.54,0,0,Public-key solution-oriented focus group,Austinland,Puerto Rico,1/3/2016 23:21
74.59,23,40135.06,158.35,1,1,Phased clear-thinking encoding,Lake Gerald,United States Virgin Islands,2/15/2016 16:52
46.66,45,49101.67,118.16,0,1,Grass-roots mission-critical emulation,Wrightview,Antigua and Barbuda,3/9/2016 2:07
48.86,54,53188.69,134.46,0,1,Proactive encompassing paradigm,Perryburgh,French Guiana,1/9/2016 17:33
37.05,39,49742.83,142.81,1,1,Automated object-oriented firmware,Tracyhaven,Antigua and Barbuda,2/3/2016 5:47
81.21,36,63394.41,233.04,0,0,User-friendly content-based customer loyalty,South Jaimeview,Turkmenistan,1/2/2016 9:30
66.89,23,64433.99,208.24,1,0,Universal incremental array,Sandersland,Honduras,1/4/2016 7:28
68.11,38,73884.48,231.21,0,0,Reactive national success,South Meredithmouth,Seychelles,1/7/2016 21:21
69.15,46,36424.94,112.72,0,1,Automated multi-state toolset,Richardsonshire,Cyprus,7/24/2016 0:22
65.72,36,28275.48,120.12,0,1,Managed didactic flexibility,Kimberlymouth,Saint Pierre and Miquelon,2/13/2016 13:57
40.04,27,48098.86,161.58,0,1,Cross-platform neutral system engine,Meghanchester,Poland,5/8/2016 10:25
68.6,33,68448.94,135.08,0,1,Focused high-level frame,Tammyshire,Taiwan,2/17/2016 18:50
56.16,25,66429.84,164.25,1,1,Seamless motivating approach,Millerbury,Cote d'Ivoire,1/22/2016 19:43
78.6,46,41768.13,254.59,1,0,Enhanced systematic adapter,Lake Elizabethside,Micronesia,7/20/2016 13:21
78.29,38,57844.96,252.07,0,0,Networked regional Local Area Network,Villanuevaton,Liberia,1/5/2016 20:58
43.83,45,35684.82,129.01,0,1,Total human-resource flexibility,Greerport,Saudi Arabia,1/29/2016 5:39
77.31,32,62792.43,238.1,0,0,Assimilated homogeneous service-desk,North Garyhaven,Nepal,6/17/2016 20:18
39.86,28,51171.23,161.24,0,1,Ergonomic zero tolerance encoding,East Sharon,Ghana,2/23/2016 13:55
66.77,25,58847.07,141.13,0,1,Cross-platform zero-defect structure,Johnstonmouth,Iran,7/9/2016 11:18
57.2,42,57739.03,110.66,0,1,Innovative maximized groupware,East Heatherside,New Zealand,3/19/2016 11:09
73.15,25,64631.22,211.12,1,0,Face-to-face executive encryption,Lake Patrick,Libyan Arab Jamahiriya,1/29/2016 7:14
82.07,24,50337.93,193.97,0,0,Monitored local Internet solution,Richardsonmouth,Sri Lanka,6/14/2016 7:02
49.84,38,67781.31,135.24,1,1,Phased hybrid superstructure,Jenniferhaven,United Arab Emirates,5/18/2016 3:19
43.97,36,68863.95,156.97,1,1,User-friendly grid-enabled analyzer,Boyerberg,Indonesia,1/30/2016 9:54
77.25,27,55901.12,231.38,1,0,Pre-emptive neutral contingency,Port Elijah,Saint Vincent and the Grenadines,4/25/2016 16:58
74.84,37,64775.1,246.44,1,0,User-friendly impactful time-frame,Knappburgh,Mongolia,1/14/2016 16:30
83.53,36,67686.16,204.56,0,0,Customizable methodical Graphical User Interface,New Dawnland,Honduras,7/6/2016 5:34
38.63,48,57777.11,222.11,0,1,Cross-platform logistical pricing structure,Chapmanmouth,Papua New Guinea,4/7/2016 10:51
84,48,46868.53,136.21,1,1,Inverse discrete extranet,Robertside,Kyrgyz Republic,4/17/2016 5:08
52.13,50,40926.93,118.27,1,1,Open-source even-keeled database,West Raymondmouth,Ethiopia,1/28/2016 17:03
71.83,40,22205.74,135.48,1,1,Diverse background ability,Costaburgh,Rwanda,2/18/2016 22:42
78.36,24,58920.44,196.77,1,0,Multi-tiered foreground Graphic Interface,Kristineberg,Kyrgyz Republic,6/24/2016 21:09
50.18,35,63006.14,127.82,1,1,Customizable hybrid system engine,Sandrashire,Grenada,6/20/2016 4:24
64.67,51,24316.61,138.35,1,1,Horizontal incremental website,Andersonfurt,Togo,2/14/2016 16:33
69.5,26,68348.99,203.84,0,0,Front-line systemic capability,Tranland,Pakistan,2/27/2016 13:51
65.22,30,66263.37,240.09,1,0,Fully-configurable foreground solution,Michaelland,Falkland Islands (Malvinas),5/7/2016 15:16
62.06,40,63493.6,116.27,1,1,Digitized radical array,East Rachaelfurt,Jersey,3/16/2016 20:10
84.29,30,56984.09,160.33,1,1,Team-oriented transitional methodology,Lake Johnbury,Cayman Islands,6/26/2016 2:06
32.91,37,51691.55,181.02,0,1,Future-proofed fresh-thinking conglomeration,Elizabethstad,South Africa,7/17/2016 14:26
39.5,31,49911.25,148.19,1,1,Operative multi-tasking Graphic Interface,West Brad,Micronesia,1/28/2016 16:42
75.19,31,33502.57,245.76,1,0,Implemented discrete frame,Johnstonshire,Tajikistan,6/16/2016 18:04
76.21,31,65834.97,228.94,1,0,Ameliorated exuding encryption,Lake Timothy,Bolivia,6/19/2016 23:21
67.76,31,66176.97,242.59,0,0,Programmable high-level benchmark,Anthonyfurt,Cameroon,5/24/2016 17:42
40.01,53,51463.17,161.77,0,1,Sharable multimedia conglomeration,East Brettton,Ecuador,3/1/2016 22:06
52.7,41,41059.64,109.34,1,1,Team-oriented high-level orchestration,New Matthew,Zambia,1/31/2016 8:50
68.41,38,61428.18,259.76,0,0,Grass-roots empowering paradigm,Christopherchester,Guinea-Bissau,4/30/2016 15:27
35.55,39,51593.46,151.18,0,1,Robust object-oriented Graphic Interface,Westshire,Micronesia,1/13/2016 20:38
74.54,24,57518.73,219.75,0,0,Switchable secondary ability,Alexisland,Bahamas,3/30/2016 16:15
81.75,24,52656.13,190.08,1,0,Open-architected web-enabled benchmark,Kevinchester,Cape Verde,4/29/2016 18:53
87.85,31,52178.98,210.27,1,0,Compatible scalable emulation,New Patriciashire,French Polynesia,6/14/2016 19:48
60.23,60,46239.14,151.54,1,1,Seamless optimal contingency,Port Brenda,Saudi Arabia,7/15/2016 15:43
87.97,35,48918.55,149.25,1,0,Secured secondary superstructure,Port Brianfort,France,3/24/2016 5:38
78.17,27,65227.79,192.27,1,0,Automated mobile model,Portermouth,Burundi,4/26/2016 20:57
67.91,23,55002.05,146.8,1,1,Re-engineered non-volatile neural-net,Hubbardmouth,Latvia,1/12/2016 3:28
85.77,27,52261.73,191.78,1,0,Implemented disintermediate attitude,South Brian,Morocco,4/9/2016 23:26
41.16,49,59448.44,150.83,1,1,Configurable interactive contingency,Hendrixmouth,Venezuela,3/28/2016 9:15
53.54,39,47314.45,108.03,0,1,Optimized systemic capability,Julietown,Palau,6/23/2016 11:05
73.94,26,55411.06,236.15,1,0,Front-line non-volatile implementation,Lukeport,Isle of Man,1/24/2016 1:53
63.43,29,66504.16,236.75,1,0,Ergonomic 24/7 solution,New Shane,Peru,4/15/2016 10:18
84.59,36,47169.14,241.8,1,0,Integrated grid-enabled budgetary management,Lake Jillville,Belgium,4/26/2016 13:13
70.13,31,70889.68,224.98,0,0,Profit-focused systemic support,Johnsonfort,Croatia,5/16/2016 23:21
40.19,37,55358.88,136.99,0,1,Right-sized system-worthy project,Adamsbury,France,1/18/2016 2:51
58.95,55,56242.7,131.29,1,1,Proactive actuating Graphical User Interface,East Maureen,Slovenia,6/20/2016 8:34
35.76,51,45522.44,195.07,0,1,Versatile optimizing projection,North Angelastad,Peru,7/18/2016 4:53
59.36,49,46931.03,110.84,0,1,Universal multi-state system engine,Amandafort,Belarus,7/1/2016 1:12
91.1,40,55499.69,198.13,1,0,Secured intermediate approach,Michaelmouth,Bolivia,3/7/2016 22:51
61.04,41,75805.12,149.21,0,1,Operative didactic Local Area Network,Ronaldport,Benin,5/2/2016 15:31
74.06,23,40345.49,225.99,0,0,Phased content-based middleware,Port Davidland,Wallis and Futuna,7/23/2016 6:18
64.63,45,15598.29,158.8,1,1,Triple-buffered high-level Internet solution,Isaacborough,Azerbaijan,6/12/2016 3:11
81.29,28,33239.2,219.72,0,0,Synergized well-modulated Graphical User Interface,Lake Michael,Mongolia,2/15/2016 20:41
76.07,36,68033.54,235.56,0,0,Implemented bottom-line implementation,West Michaelshire,Denmark,1/23/2016 1:42
75.92,22,38427.66,182.65,0,0,Monitored context-sensitive initiative,Port Calvintown,Russian Federation,2/26/2016 1:18
78.35,46,53185.34,253.48,0,0,Pre-emptive client-server open system,Parkerhaven,Brazil,1/11/2016 2:07
46.14,28,39723.97,137.97,1,1,Seamless bandwidth-monitored knowledge user,Markhaven,Ethiopia,4/4/2016 13:56
44.33,41,43386.07,120.63,0,1,Ergonomic empowering frame,Estradashire,Guyana,1/14/2016 9:27
46.43,28,53922.43,137.2,1,1,Reverse-engineered background Graphic Interface,Brianland,Ethiopia,4/25/2016 3:18
66.04,27,71881.84,199.76,0,0,Synergistic non-volatile analyzer,Cassandratown,Mauritius,3/5/2016 23:02
84.31,29,47139.21,225.87,0,0,Object-based optimal solution,West Dannyberg,Djibouti,1/6/2016 21:43
83.66,38,68877.02,175.14,0,0,Profound dynamic attitude,East Debraborough,Syrian Arab Republic,2/18/2016 3:58
81.25,33,65186.58,222.35,1,0,Enhanced system-worthy toolset,Frankchester,Saint Martin,4/16/2016 14:15
85.26,32,55424.24,224.07,1,0,Reverse-engineered dynamic function,Lisafort,Netherlands Antilles,2/24/2016 6:18
86.53,46,46500.11,233.36,0,0,Networked responsive application,Colemanshire,Greece,6/29/2016 1:19
76.44,26,58820.16,224.2,1,0,Distributed intangible database,Troyville,Madagascar,1/5/2016 6:34
52.84,43,28495.21,122.31,0,1,Multi-tiered mobile encoding,Hobbsbury,Senegal,7/16/2016 10:14
85.24,31,61840.26,182.84,1,0,Optional contextually-based flexibility,Harrisonmouth,Burkina Faso,6/17/2016 3:23
74.71,46,37908.29,258.06,1,0,Proactive local focus group,Port Eugeneport,Czech Republic,6/13/2016 11:06
82.95,39,69805.7,201.29,0,0,Customer-focused impactful success,Karenmouth,Lao People's Democratic Republic,4/5/2016 8:18
76.42,26,60315.19,223.16,1,0,Open-source optimizing parallelism,Brendaburgh,Netherlands Antilles,4/17/2016 18:38
42.04,49,67323,182.11,0,1,Organic logistical adapter,New Christinatown,Qatar,2/3/2016 16:54
46.28,26,50055.33,228.78,1,1,Stand-alone eco-centric system engine,Jacksonstad,Andorra,4/18/2016 21:07
48.26,50,43573.66,122.45,1,1,User-centric intermediate knowledge user,South Margaret,Liechtenstein,6/18/2016 22:31
71.03,55,28186.65,150.77,0,1,Programmable didactic capacity,Port Georgebury,China,3/12/2016 7:18
81.37,33,66412.04,215.04,0,0,Enhanced regional conglomeration,New Jessicaport,Vietnam,1/15/2016 1:20
58.05,32,15879.1,195.54,1,1,Total asynchronous architecture,Sanderstown,Tajikistan,2/12/2016 10:39
75,29,63965.16,230.36,1,0,Secured upward-trending benchmark,Perezland,Eritrea,2/16/2016 2:29
79.61,31,58342.63,235.97,0,0,Customizable value-added project,Luisfurt,Monaco,4/4/2016 21:23
52.56,31,33147.19,250.36,1,1,Integrated interactive support,New Karenberg,Israel,4/24/2016 1:48
62.18,33,65899.68,126.44,0,1,Reactive impactful challenge,West Leahton,Hungary,5/20/2016 0:00
77.89,26,64188.5,201.54,0,0,Switchable multi-state success,West Sharon,Singapore,5/15/2016 3:10
66.08,61,58966.22,184.23,1,1,Synchronized multi-tasking ability,Klineside,Cuba,1/7/2016 23:02
89.21,33,44078.24,210.53,0,0,Fundamental clear-thinking knowledgebase,Lake Cynthia,Reunion,7/19/2016 12:05
49.96,55,60968.62,151.94,1,1,Multi-layered user-facing parallelism,South Cynthiashire,Zambia,4/4/2016 0:02
77.44,28,65620.25,210.39,0,0,Front-line incremental access,Lake Jacob,Gabon,6/10/2016 4:21
82.58,38,65496.78,225.23,1,0,Open-architected zero administration secured line,West Samantha,Dominica,3/11/2016 14:50
39.36,29,52462.04,161.79,1,1,Mandatory disintermediate info-mediaries,Jeremybury,Bahamas,1/14/2016 20:58
47.23,38,70582.55,149.8,1,1,Implemented context-sensitive Local Area Network,Blevinstown,Tokelau,6/22/2016 5:22
87.85,34,51816.27,153.01,0,0,Digitized interactive initiative,Meyerchester,Turkmenistan,3/19/2016 8:00
65.57,46,23410.75,130.86,0,1,Implemented asynchronous application,Reginamouth,Belgium,4/15/2016 15:07
78.01,26,62729.4,200.71,1,0,Focused multi-state workforce,Donaldshire,French Guiana,3/28/2016 2:29
44.15,28,48867.67,141.96,1,1,Proactive secondary monitoring,Salazarbury,Martinique,1/22/2016 15:03
43.57,36,50971.73,125.2,1,1,Front-line upward-trending groupware,Lake Joshuafurt,French Polynesia,6/25/2016 17:33
76.83,28,67990.84,192.81,0,0,Quality-focused 5thgeneration orchestration,Wintersfort,Ecuador,3/4/2016 14:33
42.06,34,43241.19,131.55,0,1,Multi-layered secondary software,Jamesmouth,Puerto Rico,6/29/2016 2:48
76.27,27,60082.66,226.69,1,0,Total coherent superstructure,Laurieside,United Arab Emirates,6/18/2016 1:42
74.27,37,65180.97,247.05,1,0,Monitored executive architecture,Andrewmouth,Burkina Faso,1/31/2016 9:57
73.27,28,67301.39,216.24,1,0,Front-line multi-state hub,West Angela,Luxembourg,5/22/2016 15:17
74.58,36,70701.31,230.52,0,0,Configurable mission-critical algorithm,East Carlos,Jamaica,7/22/2016 11:05
77.5,28,60997.84,225.34,1,0,Face-to-face responsive alliance,Kennedyfurt,Antarctica (the territory South of 60 deg S),7/13/2016 14:05
87.16,33,60805.93,197.15,0,0,Reduced holistic help-desk,Blairville,China,2/11/2016 11:50
87.16,37,50711.68,231.95,1,0,Pre-emptive content-based frame,East Donnatown,Western Sahara,3/16/2016 20:33
66.26,47,14548.06,179.04,1,1,Optional full-range projection,Matthewtown,Lebanon,4/25/2016 19:31
65.15,29,41335.84,117.3,0,1,Expanded value-added emulation,Brandonbury,Hong Kong,7/14/2016 22:43
68.25,33,76480.16,198.86,1,0,Organic well-modulated database,New Jamestown,Vanuatu,5/30/2016 8:02
73.49,38,67132.46,244.23,0,0,Organic 3rdgeneration encryption,Mosleyburgh,Vanuatu,2/14/2016 11:36
39.19,54,52581.16,173.05,0,1,Stand-alone empowering benchmark,Leahside,Guatemala,1/23/2016 21:15
80.15,25,55195.61,214.49,0,0,Monitored intermediate circuit,West Wendyland,Greenland,7/18/2016 2:51
86.76,28,48679.54,189.91,0,0,Object-based leadingedge complexity,Lawrenceborough,Syrian Arab Republic,2/10/2016 8:21
73.88,29,63109.74,233.61,0,0,Digitized zero-defect implementation,Kennethview,Saint Helena,1/4/2016 6:37
58.6,19,44490.09,197.93,1,0,Configurable impactful firmware,West Mariafort,Lebanon,6/5/2016 21:38
69.77,54,57667.99,132.27,0,1,Face-to-face dedicated flexibility,Port Sherrystad,Malta,6/1/2016 3:17
87.27,30,51824.01,204.27,1,1,Fully-configurable 5thgeneration circuit,West Melissashire,Christmas Island,3/6/2016 6:51
77.65,28,66198.66,208.01,0,0,Configurable impactful capacity,Pamelamouth,Ukraine,2/26/2016 19:35
76.02,40,73174.19,219.55,0,0,Distributed leadingedge orchestration,Lesliefort,Malta,7/13/2016 14:30
78.84,26,56593.8,217.66,1,0,Persistent even-keeled application,Shawnside,Italy,6/29/2016 7:20
71.33,23,31072.44,169.4,0,1,Optimized attitude-oriented initiative,Josephmouth,Japan,3/15/2016 6:54
81.9,41,66773.83,225.47,0,0,Multi-channeled 3rdgeneration model,Garciatown,Mauritius,6/11/2016 6:47
46.89,48,72553.94,176.78,1,1,Polarized mission-critical structure,Chaseshire,Turkey,7/17/2016 13:22
77.8,57,43708.88,152.94,0,1,Virtual executive implementation,Destinyfurt,Namibia,2/14/2016 14:38
45.44,43,48453.55,119.27,0,1,Enhanced intermediate standardization,Mezaton,China,5/4/2016 5:01
69.96,31,73413.87,214.06,1,0,Realigned tangible collaboration,New Kayla,Netherlands,5/20/2016 12:17
87.35,35,58114.3,158.29,1,0,Cloned dedicated analyzer,Carsonshire,Gibraltar,1/26/2016 2:47
49.42,53,45465.25,128,1,1,Ameliorated well-modulated complexity,Jacquelineshire,Congo,7/7/2016 18:07
71.27,21,50147.72,216.03,1,0,Quality-focused bi-directional throughput,South Blakestad,Senegal,1/11/2016 12:46
49.19,38,61004.51,123.08,0,1,Versatile solution-oriented secured line,North Mark,Hungary,5/12/2016 12:11
39.96,35,53898.89,138.52,1,1,Phased leadingedge budgetary management,Kingchester,Pitcairn Islands,2/28/2016 23:21
85.01,29,59797.64,192.5,0,0,Devolved exuding Local Area Network,Evansfurt,Slovakia (Slovak Republic),5/3/2016 16:02
68.95,51,74623.27,185.85,1,0,Front-line bandwidth-monitored capacity,South Adamhaven,United States Virgin Islands,3/15/2016 20:19
67.59,45,58677.69,113.69,0,1,User-centric solution-oriented emulation,Brittanyborough,Monaco,7/23/2016 5:21
75.71,34,62109.8,246.06,0,0,Phased hybrid intranet,Barbershire,Portugal,3/11/2016 10:01
43.07,36,60583.02,137.63,1,1,Monitored zero administration collaboration,East Ericport,Turkey,2/11/2016 20:45
39.47,43,65576.05,163.48,1,1,Team-oriented systematic installation,Crawfordfurt,Uganda,7/6/2016 23:09
48.22,40,73882.91,214.33,0,0,Inverse national core,Turnerville,Norfolk Island,3/22/2016 19:14
76.76,25,50468.36,230.77,1,0,Secured uniform instruction set,Kylieview,Niue,5/26/2016 13:28
78.74,27,51409.45,234.75,0,0,Quality-focused zero tolerance matrices,West Zacharyborough,Ukraine,6/18/2016 19:10
67.47,24,60514.05,225.05,1,0,Multi-tiered heuristic strategy,Watsonfort,Vanuatu,3/20/2016 7:12
81.17,30,57195.96,231.91,1,0,Optimized static archive,Dayton,United States Minor Outlying Islands,6/3/2016 7:00
89.66,34,52802.58,171.23,1,0,Advanced didactic conglomeration,Nicholasport,Armenia,2/3/2016 15:15
79.6,28,56570.06,227.37,1,0,Synergistic discrete middleware,Whitneyfort,Sweden,5/3/2016 16:55
65.53,19,51049.47,190.17,1,0,Pre-emptive client-server installation,Coffeytown,Timor-Leste,6/20/2016 2:25
61.87,35,66629.61,250.2,1,0,Multi-channeled attitude-oriented toolset,North Johnside,French Southern Territories,7/10/2016 19:15
83.16,41,70185.06,194.95,0,0,Decentralized 24hour approach,Robinsonland,Finland,1/4/2016 4:00
44.11,41,43111.41,121.24,1,1,Organic next generation matrix,Lake David,Saint Vincent and the Grenadines,4/20/2016 16:49
56.57,26,56435.6,131.98,0,1,Multi-channeled non-volatile website,West Ericaport,Senegal,1/23/2016 13:14
83.91,29,53223.58,222.87,0,0,Distributed bifurcated challenge,Haleberg,Burundi,1/4/2016 22:27
79.8,28,57179.91,229.88,1,0,Customizable zero-defect Internet solution,West Michaelport,Bahamas,4/8/2016 22:40
71.23,52,41521.28,122.59,0,1,Self-enabling zero administration neural-net,Ericksonmouth,Sweden,1/5/2016 11:53
47.23,43,73538.09,210.87,1,1,Optimized upward-trending productivity,Yangside,Svalbard & Jan Mayen Islands,3/17/2016 22:24
82.37,30,63664.32,207.44,0,0,Open-architected system-worthy ability,Estradafurt,Tonga,6/29/2016 4:23
43.63,38,61757.12,135.25,1,1,Quality-focused maximized extranet,Frankport,Korea,5/25/2016 19:45
70.9,28,71727.51,190.95,0,0,Centralized client-driven workforce,Port Juan,Kyrgyz Republic,6/17/2016 23:19
71.9,29,72203.96,193.29,1,0,De-engineered intangible flexibility,Williamsside,Costa Rica,4/24/2016 7:20
62.12,37,50671.6,105.86,1,1,Re-engineered intangible software,Johnsonview,Liechtenstein,3/18/2016 13:00
